holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume
Nothing,296.92,0.0,0.0,56,Clouds,broken clouds,2014-07-08 15:00:00,5964
Nothing,296.5,0.0,0.0,56,Rain,moderate rain,2014-07-08 16:00:00,6705
Nothing,296.74,0.0,0.0,80,Clouds,broken clouds,2014-07-08 17:00:00,6653
Nothing,296.46,0.0,0.0,12,Clouds,few clouds,2014-07-08 18:00:00,4817
Nothing,295.74,0.0,0.0,12,Rain,light rain,2014-07-08 19:00:00,3658
Nothing,294.92,0.0,0.0,8,Clear,sky is clear,2014-07-08 20:00:00,3114
Nothing,293.7,0.0,0.0,8,Clear,sky is clear,2014-07-08 21:00:00,2748
Nothing,292.34,0.0,0.0,8,Rain,light rain,2014-07-08 22:00:00,2074
Nothing,291.73,0.0,0.0,64,Clouds,broken clouds,2014-07-08 23:00:00,1202
Nothing,290.94,0.0,0.0,64,Clouds,broken clouds,2014-07-09 00:00:00,676
Nothing,290.34,0.0,0.0,64,Rain,light rain,2014-07-09 01:00:00,424
Nothing,289.63,0.0,0.0,92,Rain,light rain,2014-07-09 02:00:00,304
Nothing,289.08,0.0,0.0,92,Rain,light rain,2014-07-09 03:00:00,408
Nothing,288.51,0.0,0.0,92,Rain,light rain,2014-07-09 04:00:00,881
Nothing,287.27,0.0,0.0,24,Clouds,few clouds,2014-07-09 05:00:00,3063
Nothing,287.11,0.0,0.0,24,Clouds,few clouds,2014-07-09 06:00:00,5831
Nothing,288.2,0.0,0.0,24,Rain,light rain,2014-07-09 07:00:00,6817
Nothing,290.12,0.0,0.0,44,Clouds,scattered clouds,2014-07-09 08:00:00,6420
Nothing,291.53,0.0,0.0,75,Clouds,broken clouds,2014-07-09 09:00:00,5193
Nothing,292.66,0.0,0.0,1,Clear,sky is clear,2014-07-09 10:00:00,4761
Nothing,294.61,0.0,0.0,8,Clear,sky is clear,2014-07-09 11:00:00,4918
Nothing,295.89,0.0,0.0,8,Clear,sky is clear,2014-07-09 12:00:00,5249
Nothing,296.39,0.0,0.0,8,Rain,light rain,2014-07-09 13:00:00,5286
Nothing,297.15,0.0,0.0,40,Clouds,scattered clouds,2014-07-09 14:00:00,5627
Nothing,298.25,0.0,0.0,8,Clear,sky is clear,2014-07-09 15:00:00,5873
Nothing,298.66,0.0,0.0,90,Clouds,overcast clouds,2014-07-09 16:00:00,6659
Nothing,298.74,0.0,0.0,24,Clouds,few clouds,2014-07-09 17:00:00,6495
Nothing,298.59,0.0,0.0,24,Clouds,few clouds,2014-07-09 18:00:00,5105
Nothing,298.24,0.0,0.0,24,Clouds,few clouds,2014-07-09 19:00:00,3671
Nothing,297.0,0.0,0.0,0,Clear,Sky is Clear,2014-07-09 20:00:00,3447
Nothing,295.18,0.0,0.0,0,Clear,Sky is Clear,2014-07-09 21:00:00,3055
Nothing,292.64,0.0,0.0,0,Clear,Sky is Clear,2014-07-09 22:00:00,2373
Nothing,291.94,0.0,0.0,0,Clear,Sky is Clear,2014-07-09 23:00:00,1482
Nothing,290.72,0.0,0.0,0,Clear,Sky is Clear,2014-07-10 00:00:00,818
Nothing,290.32,0.0,0.0,0,Clear,Sky is Clear,2014-07-10 01:00:00,517
Nothing,290.0,0.0,0.0,1,Clear,sky is clear,2014-07-10 02:00:00,404
Nothing,290.06,0.0,0.0,0,Clear,Sky is Clear,2014-07-10 03:00:00,453
Nothing,288.99,0.0,0.0,0,Mist,mist,2014-07-10 04:00:00,1067
Nothing,287.98,0.0,0.0,0,Mist,mist,2014-07-10 05:00:00,3088
Nothing,288.15,0.0,0.0,0,Clear,Sky is Clear,2014-07-10 06:00:00,5587
Nothing,290.5,0.0,0.0,0,Clear,Sky is Clear,2014-07-10 07:00:00,6637
Nothing,292.04,0.0,0.0,36,Clouds,scattered clouds,2014-07-10 08:00:00,6355
Nothing,294.45,0.0,0.0,36,Clouds,scattered clouds,2014-07-10 09:00:00,5116
Nothing,296.52,0.0,0.0,1,Clear,sky is clear,2014-07-10 10:00:00,4702
Nothing,298.8,0.0,0.0,44,Clouds,scattered clouds,2014-07-10 11:00:00,4926
Nothing,299.79,0.0,0.0,44,Clouds,scattered clouds,2014-07-10 12:00:00,5244
Nothing,300.98,0.0,0.0,44,Clouds,scattered clouds,2014-07-10 13:00:00,5319
Nothing,301.37,0.0,0.0,68,Haze,haze,2014-07-10 14:00:00,5734
Nothing,301.61,0.0,0.0,68,Clouds,broken clouds,2014-07-10 15:00:00,5962
Nothing,301.4,0.0,0.0,1,Haze,haze,2014-07-10 16:00:00,6766
Nothing,301.59,0.0,0.0,88,Clouds,overcast clouds,2014-07-10 17:00:00,6530
Nothing,300.82,0.0,0.0,88,Clouds,overcast clouds,2014-07-10 18:00:00,4960
Nothing,300.23,0.0,0.0,88,Clouds,overcast clouds,2014-07-10 19:00:00,3600
Nothing,299.57,0.0,0.0,80,Clouds,broken clouds,2014-07-10 20:00:00,3317
Nothing,298.5,0.0,0.0,80,Clouds,broken clouds,2014-07-10 21:00:00,3138
Nothing,298.05,0.0,0.0,80,Clouds,broken clouds,2014-07-10 22:00:00,2534
Nothing,297.33,0.0,0.0,76,Rain,light rain,2014-07-10 23:00:00,1405
Nothing,297.19,0.0,0.0,76,Rain,light rain,2014-07-11 00:00:00,839
Nothing,296.46,0.0,0.0,76,Rain,light rain,2014-07-11 01:00:00,487
Nothing,295.73,0.0,0.0,68,Rain,light rain,2014-07-11 02:00:00,434
Nothing,295.7,0.0,0.0,68,Clouds,broken clouds,2014-07-11 03:00:00,445
Nothing,295.68,0.0,0.0,68,Rain,moderate rain,2014-07-11 04:00:00,796
Nothing,295.68,0.0,0.0,68,Drizzle,light intensity drizzle,2014-07-11 04:00:00,796
Nothing,295.68,0.0,0.0,68,Thunderstorm,proximity thunderstorm,2014-07-11 04:00:00,796
Nothing,295.12,0.0,0.0,88,Drizzle,drizzle,2014-07-11 05:00:00,2822
Nothing,295.12,0.0,0.0,88,Rain,heavy intensity rain,2014-07-11 05:00:00,2822
Nothing,293.11,0.3,0.0,88,Rain,light rain,2014-07-11 07:00:00,6069
Nothing,293.11,0.3,0.0,88,Thunderstorm,proximity thunderstorm,2014-07-11 07:00:00,6069
Nothing,292.56,8.4,0.0,92,Rain,heavy intensity rain,2014-07-11 08:00:00,5144
Nothing,292.56,8.4,0.0,92,Thunderstorm,thunderstorm with rain,2014-07-11 08:00:00,5144
Nothing,292.56,8.4,0.0,92,Mist,mist,2014-07-11 08:00:00,5144
Nothing,292.67,9.9,0.0,92,Rain,heavy intensity rain,2014-07-11 09:00:00,4792
Nothing,292.67,9.9,0.0,92,Thunderstorm,proximity thunderstorm,2014-07-11 09:00:00,4792
Nothing,292.67,9.9,0.0,92,Mist,mist,2014-07-11 09:00:00,4792
Nothing,292.67,9.9,0.0,92,Fog,fog,2014-07-11 09:00:00,4792
Nothing,292.44,1.8,0.0,92,Rain,moderate rain,2014-07-11 10:00:00,4711
Nothing,292.44,1.8,0.0,92,Mist,mist,2014-07-11 10:00:00,4711
Nothing,292.44,1.8,0.0,92,Thunderstorm,thunderstorm with heavy rain,2014-07-11 10:00:00,4711
Nothing,293.8,0.0,0.0,92,Rain,light rain,2014-07-11 11:00:00,5177
Nothing,295.32,0.0,0.0,92,Rain,light rain,2014-07-11 12:00:00,5780
Nothing,295.32,0.0,0.0,92,Mist,mist,2014-07-11 12:00:00,5780
Nothing,297.13,0.0,0.0,92,Rain,light rain,2014-07-11 13:00:00,5374
Nothing,298.37,0.0,0.0,92,Clouds,overcast clouds,2014-07-11 14:00:00,5790
Nothing,299.14,0.0,0.0,92,Clouds,overcast clouds,2014-07-11 15:00:00,6222
Nothing,299.14,0.0,0.0,92,Rain,light rain,2014-07-11 16:00:00,6558
Nothing,299.46,0.0,0.0,88,Clouds,overcast clouds,2014-07-11 17:00:00,5748
Nothing,299.89,0.0,0.0,88,Clouds,overcast clouds,2014-07-11 18:00:00,4658
Nothing,299.78,0.0,0.0,88,Rain,moderate rain,2014-07-11 19:00:00,3551
Nothing,299.42,0.0,0.0,88,Clouds,overcast clouds,2014-07-11 20:00:00,3089
Nothing,297.72,0.0,0.0,88,Clouds,overcast clouds,2014-07-11 21:00:00,3047
Nothing,296.94,0.0,0.0,75,Clouds,broken clouds,2014-07-11 22:00:00,2764
Nothing,296.15,0.0,0.0,88,Mist,mist,2014-07-11 23:00:00,2141
Nothing,295.84,0.0,0.0,88,Mist,mist,2014-07-12 00:00:00,1465
Nothing,295.6,0.0,0.0,88,Mist,mist,2014-07-12 01:00:00,895
Nothing,295.6,0.0,0.0,88,Fog,fog,2014-07-12 01:00:00,895
Nothing,294.99,0.0,0.0,80,Fog,fog,2014-07-12 02:00:00,650
Nothing,294.51,0.0,0.0,80,Fog,fog,2014-07-12 03:00:00,518
Nothing,294.14,0.0,0.0,80,Mist,mist,2014-07-12 04:00:00,487
Nothing,294.14,0.0,0.0,80,Fog,fog,2014-07-12 04:00:00,487
Nothing,294.49,0.0,0.0,64,Mist,mist,2014-07-12 05:00:00,963
Nothing,294.49,0.0,0.0,64,Fog,fog,2014-07-12 05:00:00,963
Nothing,294.44,0.0,0.0,64,Mist,mist,2014-07-12 06:00:00,1520
Nothing,294.86,0.0,0.0,92,Mist,mist,2014-07-12 07:00:00,2048
Nothing,294.74,0.0,0.0,76,Mist,mist,2014-07-12 08:00:00,2803
Nothing,294.74,0.0,0.0,76,Rain,light rain,2014-07-12 08:00:00,2803
Nothing,295.47,0.0,0.0,76,Mist,mist,2014-07-12 09:00:00,3336
Nothing,295.47,0.0,0.0,76,Rain,light rain,2014-07-12 09:00:00,3336
Nothing,295.95,0.0,0.0,76,Mist,mist,2014-07-12 10:00:00,3748
Nothing,295.95,0.0,0.0,76,Rain,light rain,2014-07-12 10:00:00,3748
Nothing,296.57,0.0,0.0,92,Mist,mist,2014-07-12 11:00:00,4144
Nothing,296.57,0.0,0.0,92,Drizzle,light intensity drizzle,2014-07-12 11:00:00,4144
Nothing,296.57,0.0,0.0,92,Thunderstorm,proximity thunderstorm,2014-07-12 11:00:00,4144
Nothing,297.22,0.0,0.0,92,Mist,mist,2014-07-12 12:00:00,4334
Nothing,297.22,0.0,0.0,92,Rain,light rain,2014-07-12 12:00:00,4334
Nothing,296.68,0.3,0.0,92,Rain,light rain,2014-07-12 13:00:00,4373
Nothing,295.37,0.6,0.0,92,Rain,heavy intensity rain,2014-07-12 14:00:00,4426
Nothing,295.37,0.6,0.0,92,Thunderstorm,proximity thunderstorm,2014-07-12 14:00:00,4426
Nothing,295.37,0.6,0.0,92,Mist,mist,2014-07-12 14:00:00,4426
Nothing,295.37,0.6,0.0,92,Drizzle,light intensity drizzle,2014-07-12 14:00:00,4426
Nothing,295.03,0.6,0.0,92,Rain,light rain,2014-07-12 15:00:00,4578
Nothing,295.03,0.6,0.0,92,Mist,mist,2014-07-12 15:00:00,4578
Nothing,295.24,0.0,0.0,92,Rain,light rain,2014-07-12 16:00:00,4419
Nothing,295.96,0.0,0.0,92,Rain,light rain,2014-07-12 17:00:00,4377
Nothing,296.85,0.0,0.0,88,Clouds,overcast clouds,2014-07-12 18:00:00,4172
Nothing,297.15,0.0,0.0,1,Clear,sky is clear,2014-07-12 19:00:00,3323
Nothing,296.4,0.0,0.0,1,Clear,sky is clear,2014-07-12 20:00:00,2861
Nothing,294.9,0.0,0.0,92,Rain,light rain,2014-07-12 21:00:00,2838
Nothing,293.81,0.0,0.0,92,Rain,light rain,2014-07-12 22:00:00,2904
Nothing,292.74,0.0,0.0,0,Rain,light rain,2014-07-12 23:00:00,2233
Nothing,292.48,0.0,0.0,0,Rain,light rain,2014-07-13 00:00:00,1489
Nothing,292.23,0.0,0.0,0,Rain,moderate rain,2014-07-13 01:00:00,879
Nothing,292.11,0.0,0.0,44,Clouds,scattered clouds,2014-07-13 02:00:00,694
Nothing,292.02,0.0,0.0,44,Clouds,scattered clouds,2014-07-13 03:00:00,449
Nothing,291.39,0.0,0.0,44,Rain,moderate rain,2014-07-13 04:00:00,353
Nothing,290.81,0.0,0.0,1,Clear,sky is clear,2014-07-13 05:00:00,580
Nothing,289.85,0.0,0.0,1,Clear,sky is clear,2014-07-13 06:00:00,980
Nothing,290.11,0.0,0.0,1,Clear,sky is clear,2014-07-13 07:00:00,1502
Nothing,290.98,0.0,0.0,1,Clear,sky is clear,2014-07-13 08:00:00,2240
Nothing,292.15,0.0,0.0,1,Clear,sky is clear,2014-07-13 09:00:00,3099
Nothing,293.65,0.0,0.0,1,Clear,sky is clear,2014-07-13 10:00:00,3608
Nothing,294.65,0.0,0.0,1,Clear,sky is clear,2014-07-13 11:00:00,4140
Nothing,295.87,0.0,0.0,0,Clear,Sky is Clear,2014-07-13 12:00:00,4577
Nothing,296.02,0.0,0.0,0,Rain,moderate rain,2014-07-13 13:00:00,4833
Nothing,296.98,0.0,0.0,44,Clouds,scattered clouds,2014-07-13 14:00:00,4433
Nothing,297.03,0.0,0.0,75,Clouds,broken clouds,2014-07-13 15:00:00,4070
Nothing,297.15,0.0,0.0,40,Clouds,scattered clouds,2014-07-13 16:00:00,4182
Nothing,297.49,0.0,0.0,0,Rain,moderate rain,2014-07-13 17:00:00,4338
Nothing,297.19,0.0,0.0,0,Clear,Sky is Clear,2014-07-13 18:00:00,3733
Nothing,296.62,0.0,0.0,0,Clear,Sky is Clear,2014-07-13 19:00:00,3209
Nothing,295.38,0.0,0.0,12,Clouds,few clouds,2014-07-13 20:00:00,3097
Nothing,293.52,0.0,0.0,12,Clouds,few clouds,2014-07-13 21:00:00,2723
Nothing,292.28,0.0,0.0,12,Clouds,few clouds,2014-07-13 22:00:00,2049
Nothing,291.16,0.0,0.0,12,Clouds,few clouds,2014-07-13 23:00:00,1309
Nothing,290.7,0.0,0.0,12,Clouds,few clouds,2014-07-14 00:00:00,705
Nothing,290.98,0.0,0.0,90,Clouds,overcast clouds,2014-07-14 01:00:00,453
Nothing,290.02,0.0,0.0,40,Clouds,scattered clouds,2014-07-14 02:00:00,333
Nothing,289.22,0.0,0.0,40,Clouds,scattered clouds,2014-07-14 03:00:00,424
Nothing,288.88,0.0,0.0,1,Clear,sky is clear,2014-07-14 04:00:00,893
Nothing,288.53,0.0,0.0,90,Clouds,overcast clouds,2014-07-14 05:00:00,2937
Nothing,288.66,0.0,0.0,90,Clouds,overcast clouds,2014-07-14 06:00:00,5838
Nothing,288.78,0.0,0.0,90,Rain,light rain,2014-07-14 07:00:00,6032
Nothing,289.72,0.0,0.0,75,Clouds,broken clouds,2014-07-14 08:00:00,6191
Nothing,289.22,0.0,0.0,44,Clouds,scattered clouds,2014-07-14 09:00:00,5077
Nothing,289.35,0.0,0.0,44,Clouds,scattered clouds,2014-07-14 10:00:00,4546
Nothing,289.37,0.0,0.0,75,Clouds,broken clouds,2014-07-14 11:00:00,4767
Nothing,290.25,0.0,0.0,90,Clouds,overcast clouds,2014-07-14 13:00:00,5057
Nothing,290.5,0.0,0.0,75,Rain,light rain,2014-07-14 15:00:00,6062
Nothing,290.22,0.0,0.0,90,Rain,light rain,2014-07-14 16:00:00,6763
Nothing,290.29,0.0,0.0,90,Rain,light rain,2014-07-14 17:00:00,6260
Nothing,289.77,0.0,0.0,90,Rain,light rain,2014-07-14 18:00:00,4494
Nothing,288.78,0.0,0.0,90,Rain,light rain,2014-07-14 19:00:00,3268
Nothing,287.52,0.0,0.0,90,Rain,moderate rain,2014-07-14 20:00:00,2929
Nothing,287.52,0.0,0.0,90,Mist,mist,2014-07-14 20:00:00,2929
Nothing,287.27,0.0,0.0,90,Rain,light rain,2014-07-14 21:00:00,2263
Nothing,287.14,0.0,0.0,75,Clouds,broken clouds,2014-07-14 22:00:00,1816
Nothing,287.15,0.0,0.0,75,Clouds,broken clouds,2014-07-14 23:00:00,1105
Nothing,286.65,0.0,0.0,90,Clouds,overcast clouds,2014-07-15 00:00:00,639
Nothing,286.65,0.0,0.0,75,Clouds,broken clouds,2014-07-15 01:00:00,386
Nothing,286.89,0.0,0.0,90,Clouds,overcast clouds,2014-07-15 02:00:00,336
Nothing,286.65,0.0,0.0,90,Clouds,overcast clouds,2014-07-15 03:00:00,412
Nothing,286.28,0.0,0.0,40,Clouds,scattered clouds,2014-07-15 04:00:00,922
Nothing,285.86,0.0,0.0,40,Clouds,scattered clouds,2014-07-15 05:00:00,3021
Nothing,285.78,0.0,0.0,75,Clouds,broken clouds,2014-07-15 06:00:00,5724
Nothing,286.65,0.0,0.0,75,Clouds,broken clouds,2014-07-15 07:00:00,6610
Nothing,288.3,0.0,0.0,75,Clouds,broken clouds,2014-07-15 08:00:00,6055
Nothing,289.53,0.0,0.0,90,Clouds,overcast clouds,2014-07-15 09:00:00,5332
Nothing,290.53,0.0,0.0,40,Clouds,scattered clouds,2014-07-15 10:00:00,4573
Nothing,291.65,0.0,0.0,75,Clouds,broken clouds,2014-07-15 11:00:00,5008
Nothing,292.02,0.0,0.0,75,Clouds,broken clouds,2014-07-15 12:00:00,5332
Nothing,292.89,0.0,0.0,90,Clouds,overcast clouds,2014-07-15 13:00:00,5353
Nothing,293.4,0.0,0.0,75,Clouds,broken clouds,2014-07-15 14:00:00,5726
Nothing,294.44,0.0,0.0,75,Clouds,broken clouds,2014-07-15 15:00:00,6011
Nothing,294.28,0.0,0.0,75,Clouds,broken clouds,2014-07-15 16:00:00,7090
Nothing,294.65,0.0,0.0,75,Clouds,broken clouds,2014-07-15 17:00:00,6361
Nothing,294.53,0.0,0.0,75,Clouds,broken clouds,2014-07-15 18:00:00,4465
Nothing,294.28,0.0,0.0,75,Clouds,broken clouds,2014-07-15 19:00:00,3458
Nothing,293.28,0.0,0.0,20,Clouds,few clouds,2014-07-15 20:00:00,3108
Nothing,291.3,0.0,0.0,1,Clear,sky is clear,2014-07-15 21:00:00,2801
Nothing,289.53,0.0,0.0,40,Clouds,scattered clouds,2014-07-15 22:00:00,2073
Nothing,288.66,0.0,0.0,1,Clear,sky is clear,2014-07-15 23:00:00,1258
Nothing,287.53,0.0,0.0,1,Clear,sky is clear,2014-07-16 00:00:00,784
Nothing,287.44,0.0,0.0,1,Clear,sky is clear,2014-07-16 01:00:00,463
Nothing,286.91,0.0,0.0,1,Clear,sky is clear,2014-07-16 02:00:00,350
Nothing,286.53,0.0,0.0,1,Clear,sky is clear,2014-07-16 03:00:00,403
Nothing,286.04,0.0,0.0,1,Clear,sky is clear,2014-07-16 04:00:00,934
Nothing,285.2,0.0,0.0,1,Clear,sky is clear,2014-07-16 05:00:00,3065
Nothing,285.04,0.0,0.0,1,Clear,sky is clear,2014-07-16 06:00:00,5722
Nothing,286.25,0.0,0.0,40,Clouds,scattered clouds,2014-07-16 07:00:00,6552
Nothing,288.35,0.0,0.0,20,Clouds,few clouds,2014-07-16 08:00:00,5757
Nothing,290.68,0.0,0.0,1,Clear,sky is clear,2014-07-16 09:00:00,5528
Nothing,293.24,0.0,0.0,1,Clear,sky is clear,2014-07-16 10:00:00,4738
Nothing,294.54,0.0,0.0,1,Clear,sky is clear,2014-07-16 11:00:00,4982
Nothing,295.52,0.0,0.0,40,Clouds,scattered clouds,2014-07-16 12:00:00,5334
Nothing,295.57,0.0,0.0,40,Clouds,scattered clouds,2014-07-16 13:00:00,5168
Nothing,296.1,0.0,0.0,40,Clouds,scattered clouds,2014-07-16 14:00:00,5539
Nothing,296.81,0.0,0.0,40,Clouds,scattered clouds,2014-07-16 15:00:00,6011
Nothing,297.0,0.0,0.0,40,Clouds,scattered clouds,2014-07-16 16:00:00,6852
Nothing,296.43,0.0,0.0,40,Clouds,scattered clouds,2014-07-16 17:00:00,6483
Nothing,296.36,0.0,0.0,75,Clouds,broken clouds,2014-07-16 18:00:00,4893
Nothing,296.15,0.0,0.0,75,Clouds,broken clouds,2014-07-16 19:00:00,3606
Nothing,294.84,0.0,0.0,75,Clouds,broken clouds,2014-07-16 20:00:00,3217
Nothing,291.89,0.0,0.0,1,Clear,sky is clear,2014-07-16 21:00:00,2911
Nothing,290.22,0.0,0.0,1,Clear,sky is clear,2014-07-16 22:00:00,2117
Nothing,289.04,0.0,0.0,1,Clear,sky is clear,2014-07-16 23:00:00,1289
Nothing,288.68,0.0,0.0,1,Clear,sky is clear,2014-07-17 00:00:00,747
Nothing,287.8,0.0,0.0,1,Clear,sky is clear,2014-07-17 01:00:00,451
Nothing,287.24,0.25,0.0,1,Rain,light rain,2014-07-17 02:00:00,333
Nothing,286.92,0.25,0.0,1,Rain,light rain,2014-07-17 03:00:00,428
Nothing,286.86,0.0,0.0,1,Clear,sky is clear,2014-07-17 04:00:00,886
Nothing,286.45,0.0,0.0,1,Mist,mist,2014-07-17 05:00:00,2998
Nothing,286.56,0.0,0.0,1,Mist,mist,2014-07-17 06:00:00,5907
Nothing,287.3,0.0,0.0,75,Clouds,broken clouds,2014-07-17 07:00:00,6665
Nothing,289.34,0.0,0.0,75,Clouds,broken clouds,2014-07-17 08:00:00,6332
Nothing,291.02,0.0,0.0,40,Clouds,scattered clouds,2014-07-17 09:00:00,5227
Nothing,293.78,0.0,0.0,20,Clouds,few clouds,2014-07-17 10:00:00,4687
Nothing,296.24,0.0,0.0,1,Clear,sky is clear,2014-07-17 11:00:00,4937
Nothing,297.11,0.0,0.0,20,Clouds,few clouds,2014-07-17 12:00:00,5433
Nothing,297.88,0.0,0.0,0,Clear,Sky is Clear,2014-07-17 13:00:00,5333
Nothing,298.35,0.0,0.0,32,Clouds,scattered clouds,2014-07-17 14:00:00,5766
Nothing,298.78,0.0,0.0,40,Clouds,scattered clouds,2014-07-17 15:00:00,6113
Nothing,298.9,0.0,0.0,40,Clouds,scattered clouds,2014-07-17 16:00:00,6628
Nothing,298.7,0.0,0.0,40,Clouds,scattered clouds,2014-07-17 17:00:00,6266
Nothing,298.53,0.0,0.0,40,Clouds,scattered clouds,2014-07-17 18:00:00,5099
Nothing,297.64,0.0,0.0,40,Clouds,scattered clouds,2014-07-17 19:00:00,3592
Nothing,296.47,0.0,0.0,20,Clouds,few clouds,2014-07-17 20:00:00,3306
Nothing,294.93,0.0,0.0,1,Clear,sky is clear,2014-07-17 21:00:00,3054
Nothing,293.0,0.0,0.0,1,Clear,sky is clear,2014-07-17 22:00:00,2401
Nothing,291.83,0.0,0.0,1,Clear,sky is clear,2014-07-17 23:00:00,1469
Nothing,291.3,0.0,0.0,1,Clear,sky is clear,2014-07-18 00:00:00,822
Nothing,290.86,0.0,0.0,1,Clear,sky is clear,2014-07-18 01:00:00,452
Nothing,290.21,0.0,0.0,1,Clear,sky is clear,2014-07-18 02:00:00,381
Nothing,289.61,0.0,0.0,1,Clear,sky is clear,2014-07-18 03:00:00,425
Nothing,288.86,0.0,0.0,1,Clear,sky is clear,2014-07-18 04:00:00,898
Nothing,288.85,0.0,0.0,1,Clear,sky is clear,2014-07-18 05:00:00,2776
Nothing,288.53,0.0,0.0,1,Clear,sky is clear,2014-07-18 06:00:00,5573
Nothing,289.47,0.0,0.0,40,Clouds,scattered clouds,2014-07-18 07:00:00,6315
Nothing,290.77,0.0,0.0,75,Clouds,broken clouds,2014-07-18 08:00:00,5658
Nothing,292.47,0.0,0.0,75,Clouds,broken clouds,2014-07-18 09:00:00,5325
Nothing,294.48,0.0,0.0,40,Clouds,scattered clouds,2014-07-18 10:00:00,4958
Nothing,296.21,0.0,0.0,20,Clouds,few clouds,2014-07-18 11:00:00,5189
Nothing,297.66,0.0,0.0,40,Clouds,scattered clouds,2014-07-18 12:00:00,5829
Nothing,297.7,0.0,0.0,40,Clouds,scattered clouds,2014-07-18 13:00:00,5662
Nothing,297.93,0.0,0.0,40,Clouds,scattered clouds,2014-07-18 14:00:00,5769
Nothing,298.01,0.0,0.0,40,Clouds,scattered clouds,2014-07-18 15:00:00,6139
Nothing,297.96,0.0,0.0,75,Clouds,broken clouds,2014-07-18 16:00:00,6338
Nothing,298.09,0.0,0.0,75,Clouds,broken clouds,2014-07-18 17:00:00,5742
Nothing,298.07,0.0,0.0,40,Clouds,scattered clouds,2014-07-18 18:00:00,4883
Nothing,297.6,0.0,0.0,40,Clouds,scattered clouds,2014-07-18 19:00:00,3807
Nothing,296.4,0.0,0.0,75,Clouds,broken clouds,2014-07-18 20:00:00,2998
Nothing,295.78,0.0,0.0,40,Clouds,scattered clouds,2014-07-18 21:00:00,2883
Nothing,294.97,0.0,0.0,75,Clouds,broken clouds,2014-07-18 22:00:00,2677
Nothing,294.72,0.0,0.0,90,Clouds,overcast clouds,2014-07-18 23:00:00,2275
Nothing,294.1,0.0,0.0,40,Clouds,scattered clouds,2014-07-19 00:00:00,1344
Nothing,293.79,0.0,0.0,8,Clear,sky is clear,2014-07-19 01:00:00,847
Nothing,293.23,0.25,0.0,75,Rain,light rain,2014-07-19 02:00:00,763
Nothing,292.86,0.25,0.0,40,Rain,light rain,2014-07-19 03:00:00,498
Nothing,292.53,0.0,0.0,40,Clouds,scattered clouds,2014-07-19 04:00:00,519
Nothing,292.06,0.0,0.0,20,Clouds,few clouds,2014-07-19 05:00:00,940
Nothing,292.21,0.0,0.0,90,Clouds,overcast clouds,2014-07-19 06:00:00,1485
Nothing,292.58,0.0,0.0,75,Clouds,broken clouds,2014-07-19 07:00:00,2163
Nothing,293.07,0.0,0.0,75,Clouds,broken clouds,2014-07-19 08:00:00,2958
Nothing,294.11,0.0,0.0,75,Clouds,broken clouds,2014-07-19 09:00:00,3900
Nothing,295.4,0.0,0.0,75,Clouds,broken clouds,2014-07-19 10:00:00,4254
Nothing,295.92,0.0,0.0,90,Clouds,overcast clouds,2014-07-19 11:00:00,4407
Nothing,296.13,0.0,0.0,90,Clouds,overcast clouds,2014-07-19 12:00:00,4572
Nothing,296.92,0.0,0.0,90,Clouds,overcast clouds,2014-07-19 13:00:00,4697
Nothing,297.07,0.0,0.0,90,Rain,light rain,2014-07-19 14:00:00,4946
Nothing,297.84,0.0,0.0,75,Clouds,broken clouds,2014-07-19 15:00:00,4839
Nothing,298.15,0.51,0.0,75,Rain,light rain,2014-07-19 16:00:00,4928
Nothing,298.08,0.0,0.0,90,Clouds,overcast clouds,2014-07-19 17:00:00,4859
Nothing,298.05,0.0,0.0,90,Clouds,overcast clouds,2014-07-19 18:00:00,4322
Nothing,297.88,0.0,0.0,90,Clouds,overcast clouds,2014-07-19 19:00:00,3542
Nothing,297.4,0.0,0.0,90,Clouds,overcast clouds,2014-07-19 20:00:00,3140
Nothing,296.63,0.0,0.0,75,Clouds,broken clouds,2014-07-19 21:00:00,2960
Nothing,296.11,0.0,0.0,40,Clouds,scattered clouds,2014-07-19 22:00:00,2735
Nothing,295.88,0.0,0.0,40,Clouds,scattered clouds,2014-07-19 23:00:00,2319
Nothing,295.52,0.0,0.0,75,Clouds,broken clouds,2014-07-20 00:00:00,1632
Nothing,295.26,0.0,0.0,75,Clouds,broken clouds,2014-07-20 01:00:00,1125
Nothing,294.94,0.0,0.0,90,Clouds,overcast clouds,2014-07-20 02:00:00,823
Nothing,294.63,0.0,0.0,75,Clouds,broken clouds,2014-07-20 03:00:00,432
Nothing,294.21,0.0,0.0,75,Clouds,broken clouds,2014-07-20 04:00:00,384
Nothing,293.99,0.0,0.0,75,Clouds,broken clouds,2014-07-20 05:00:00,551
Nothing,293.75,0.0,0.0,40,Clouds,scattered clouds,2014-07-20 06:00:00,922
Nothing,294.42,0.0,0.0,75,Clouds,broken clouds,2014-07-20 07:00:00,1139
Nothing,295.35,0.0,0.0,90,Clouds,overcast clouds,2014-07-20 08:00:00,1881
Nothing,296.36,0.0,0.0,75,Clouds,broken clouds,2014-07-20 09:00:00,2902
Nothing,297.65,0.0,0.0,90,Clouds,overcast clouds,2014-07-20 10:00:00,3692
Nothing,299.23,0.0,0.0,90,Clouds,overcast clouds,2014-07-20 11:00:00,4187
