bathrooms,bedrooms,fee,price,square_feet,cityname,state
1.0,1.0,No,1818.0,802.0,Upper Marlboro,MD
1.0,1.0,No,1650.0,645.0,Quincy,MA
1.0,1.0,No,929.0,330.0,Norfolk,VA
1.0,1.0,No,1360.0,570.0,Norfolk,VA
1.0,1.0,No,1145.0,710.0,Upper Marlboro,MD
1.0,1.0,No,1365.0,722.0,Norfolk,VA
1.0,1.0,No,1299.0,739.0,Sparks,NV
3.0,4.0,No,3295.0,2500.0,Quincy,MA
1.0,1.0,No,1229.0,727.0,Denver,CO
1.0,1.0,No,1019.0,330.0,Norfolk,VA
1.0,1.0,No,1330.0,740.0,Denver,CO
1.0,1.0,No,1280.0,768.0,Norfolk,VA
1.0,1.0,No,880.0,486.0,Dallas,TX
1.0,1.0,No,2265.0,613.0,Los Angeles,CA
1.0,3.0,No,2300.0,1696.0,Quincy,MA
1.0,1.0,No,635.0,675.0,Euclid,OH
1.0,1.0,No,1309.0,764.0,Norfolk,VA
1.0,2.0,No,1032.0,419.0,Norfolk,VA
1.0,2.0,No,1225.0,1100.0,Newark,NJ
1.0,1.0,No,3035.0,820.0,Los Angeles,CA
1.0,2.0,No,1325.0,1250.0,Newark,NJ
1.0,1.0,No,975.0,675.0,Sparks,NV
1.0,1.0,No,815.0,550.0,Dallas,TX
1.0,2.0,No,2512.0,545.0,Los Angeles,CA
1.0,1.0,No,915.0,580.0,Sparks,NV
2.0,2.0,No,1433.0,1074.0,Apex,NC
2.0,3.0,No,1830.0,1499.0,Apex,NC
1.0,1.0,No,926.0,803.0,Apex,NC
1.0,1.0,No,1370.0,716.0,Norfolk,VA
2.5,4.0,No,1849.0,2760.0,Apex,NC
1.0,1.0,No,1330.0,799.0,Dallas,TX
2.0,2.0,No,1779.0,1008.0,Denver,CO
2.0,3.0,No,3275.0,1505.0,Los Angeles,CA
2.0,2.0,No,1460.0,1083.0,Greensboro,NC
1.0,2.0,No,1354.0,772.0,Northglenn,CO
1.0,1.0,No,1695.0,732.0,Los Angeles,CA
1.0,2.0,No,2150.0,918.0,Newark,NJ
1.0,1.0,No,1245.0,744.0,Denver,CO
2.0,2.0,No,1538.0,1035.0,Las Vegas,NV
1.0,1.0,No,1129.0,725.0,Temple Hills,MD
2.0,3.0,No,3010.0,1424.0,Secaucus,NJ
2.0,2.0,No,2850.0,1100.0,Secaucus,NJ
1.0,1.0,No,660.0,652.0,Dallas,TX
1.0,1.0,No,1438.0,756.0,Denver,CO
2.0,3.0,No,2630.0,1499.0,Denver,CO
2.5,3.0,No,1050.0,1536.0,Greensboro,NC
1.0,2.0,No,1050.0,1055.0,Norfolk,VA
2.0,2.0,No,850.0,1041.0,Greensboro,NC
1.0,3.0,No,2050.0,1000.0,Westfield,NJ
1.0,2.0,No,968.0,940.0,Cleveland,OH
1.0,1.0,No,2385.0,779.0,Everett,MA
1.0,1.0,No,1195.0,680.0,Denver,CO
2.0,2.0,No,869.0,887.0,Greensboro,NC
2.0,3.0,No,1315.0,1060.0,District Heights,MD
1.0,1.0,No,1265.0,680.0,Denver,CO
1.0,1.0,No,2245.0,678.0,Everett,MA
1.0,1.0,No,1121.0,652.0,District Heights,MD
2.0,2.0,No,1006.0,1042.0,Cleveland,OH
2.0,2.0,No,2350.0,1030.0,Union City,NJ
1.0,2.0,No,1277.0,823.0,District Heights,MD
1.0,2.0,No,1245.0,835.0,District Heights,MD
1.0,1.0,No,1228.0,707.0,Norfolk,VA
1.0,1.0,No,985.0,738.0,District Heights,MD
2.0,2.0,No,4145.0,1060.0,Los Angeles,CA
1.0,1.0,No,1324.0,898.0,Las Vegas,NV
1.0,1.0,No,775.0,531.0,Dallas,TX
1.0,3.0,No,2150.0,1210.0,Everett,MA
2.0,2.0,No,4000.0,1021.0,Los Angeles,CA
1.0,1.0,No,740.0,662.0,Dallas,TX
1.0,1.0,No,1485.0,958.0,Denver,CO
2.0,2.0,No,1539.0,1157.0,Norfolk,VA
2.0,2.0,No,1540.0,1231.0,Las Vegas,NV
1.5,2.0,No,890.0,925.0,Dallas,TX
1.0,2.0,No,1220.0,473.0,Denver,CO
1.0,1.0,No,1719.0,694.0,Union,NJ
2.0,2.0,No,2332.0,1140.0,Union,NJ
1.0,1.0,No,845.0,616.0,Dallas,TX
1.0,2.0,No,2100.0,1250.0,Somerville,MA
2.0,2.0,No,3236.0,1180.0,Los Angeles,CA
1.0,1.0,No,735.0,770.0,High Point,NC
2.0,2.0,No,1637.0,1366.0,Beachwood,OH
1.0,2.0,No,2400.0,1100.0,Somerville,MA
2.0,2.0,No,2341.0,1173.0,Beachwood,OH
1.0,1.0,No,3270.0,656.0,Cambridge,MA
1.0,1.0,No,1349.0,777.0,Dallas,TX
1.0,1.0,No,1050.0,650.0,Denver,CO
1.0,1.0,No,1515.0,764.0,South Plainfield,NJ
2.0,2.0,No,3415.0,1472.0,Dallas,TX
2.0,2.0,No,875.0,872.0,Beachwood,OH
1.0,2.0,No,910.0,850.0,Beachwood,OH
1.0,2.0,No,675.0,800.0,Ocala,FL
1.0,1.0,No,2264.0,788.0,South Orange,NJ
2.0,2.0,No,2635.0,1099.0,Dallas,TX
1.0,1.0,No,800.0,703.0,Beachwood,OH
1.0,1.0,No,2814.0,466.0,Cambridge,MA
2.0,2.0,No,850.0,1100.0,Las Vegas,NV
2.0,2.0,No,3465.0,1472.0,Dallas,TX
1.0,1.0,No,1063.0,702.0,Denver,CO
2.0,1.0,No,675.0,535.0,Cleveland,OH
2.0,3.0,No,2129.0,1185.0,Denver,CO
2.0,4.0,No,4500.0,2200.0,Cambridge,MA
1.0,1.0,No,675.0,600.0,Las Vegas,NV
1.0,0.0,No,1435.0,690.0,Dallas,TX
1.0,1.0,No,1243.0,900.0,Denver,CO
1.0,1.0,No,1325.0,765.0,Fort Washington,MD
1.0,1.0,No,1325.0,765.0,Fort Washington,MD
2.0,2.0,No,1800.0,1687.0,Venice,FL
1.0,2.0,No,1950.0,850.0,Hyde Park,MA
1.0,3.0,No,1390.0,922.0,Capitol Heights,MD
2.0,2.0,No,919.0,1023.0,Greensboro,NC
1.0,2.0,No,1075.0,816.0,Virginia Beach,VA
2.0,2.0,No,1479.0,1106.0,Virginia Beach,VA
2.0,2.0,No,1260.0,1161.0,Las Vegas,NV
2.0,2.0,No,3087.0,1000.0,Los Angeles,CA
2.0,2.0,No,1025.0,1066.0,Virginia Beach,VA
2.0,3.0,No,1605.0,1632.0,Las Vegas,NV
2.0,2.0,No,2300.0,1100.0,Cleveland,OH
1.0,1.0,No,1749.0,993.0,College Park,MD
1.0,2.0,No,1800.0,768.0,West Roxbury,MA
1.5,2.0,No,800.0,1080.0,Las Vegas,NV
1.0,2.0,No,1800.0,1300.0,West Roxbury,MA
1.0,1.0,No,1842.0,735.0,Lyndhurst,NJ
1.0,2.0,No,2100.0,1050.0,West Roxbury,MA
2.0,2.0,No,2395.0,1211.0,Lyndhurst,NJ
1.0,1.0,No,1315.0,676.0,College Park,MD
1.0,2.0,No,2008.0,945.0,Roslindale,MA
2.0,2.0,No,1379.0,1166.0,Las Vegas,NV
1.0,1.0,No,1129.0,871.0,Las Vegas,NV
2.0,2.0,No,2433.0,1251.0,College Park,MD
3.0,3.0,No,3100.0,1013.0,Los Angeles,CA
1.0,2.0,No,1650.0,914.0,College Park,MD
1.0,1.0,No,1270.0,723.0,Denver,CO
1.0,1.0,No,1299.0,650.0,Denver,CO
1.0,1.0,No,1027.0,763.0,Las Vegas,NV
1.0,0.0,No,1349.0,450.0,Los Angeles,CA
2.0,2.0,No,2890.0,1352.0,Dallas,TX
1.0,2.0,No,1489.0,950.0,Riverdale,MD
2.5,2.0,No,3141.0,1673.0,Roseland,NJ
2.0,3.0,No,2125.0,1273.0,Laurel,MD
1.0,1.0,No,1340.0,821.0,Las Vegas,NV
2.0,2.0,No,1995.0,1390.0,Laurel,MD
1.0,1.0,No,865.0,750.0,Virginia Beach,VA
1.0,1.0,No,2650.0,1350.0,Charlestown,MA
2.0,2.0,No,1999.0,1009.0,Cleveland,OH
1.0,1.0,No,1865.0,843.0,Laurel,MD
2.0,2.0,No,2390.0,1123.0,Laurel,MD
1.0,1.0,No,1209.0,600.0,Plainfield,NJ
1.0,1.0,No,1625.0,765.0,Plainfield,NJ
1.0,2.0,No,1940.0,1100.0,Pine Brook,NJ
2.0,2.0,No,1845.0,1057.0,Denver,CO
1.0,1.0,No,930.0,786.0,Virginia Beach,VA
1.0,1.0,No,785.0,850.0,Mebane,NC
1.0,1.0,No,1472.0,736.0,Bowie,MD
2.0,3.0,No,2135.0,1107.0,Bowie,MD
1.0,1.0,No,1850.0,665.0,Los Angeles,CA
1.0,1.0,No,1450.0,450.0,Los Angeles,CA
1.0,1.0,No,1224.0,776.0,Dallas,TX
2.0,2.0,No,1465.0,1096.0,Dallas,TX
1.0,1.0,No,1060.0,597.0,Dallas,TX
2.0,2.0,No,3166.0,1206.0,Parsippany,NJ
1.0,3.0,No,1800.0,1100.0,Mattapan,MA
1.0,1.0,No,890.0,800.0,Las Vegas,NV
1.0,1.0,No,1497.0,711.0,Las Vegas,NV
2.0,2.0,No,1935.0,1086.0,Denver,CO
1.0,2.0,No,1800.0,900.0,Boston,MA
2.0,3.0,No,1495.0,1310.0,Las Vegas,NV
2.0,3.0,No,1685.0,1125.0,Sarasota,FL
1.0,1.0,No,863.0,850.0,Kernersville,NC
1.0,2.0,No,1490.0,950.0,Orange,NJ
1.0,1.0,No,2400.0,1151.0,Cleveland,OH
2.0,3.0,No,1257.0,1220.0,Kernersville,NC
1.0,2.0,No,1738.0,327.0,Los Angeles,CA
2.0,2.0,No,3650.0,1100.0,Los Angeles,CA
1.0,1.0,No,1050.0,672.0,Denver,CO
1.0,1.0,No,974.0,706.0,Denver,CO
1.5,2.0,No,840.0,1026.0,Cleveland,OH
3.0,3.0,No,4995.0,1850.0,Los Angeles,CA
1.0,2.0,No,911.0,940.0,Virginia Beach,VA
2.0,3.0,No,940.0,1110.0,Jamestown,NC
1.0,1.0,No,1500.0,621.0,Boston,MA
2.0,2.0,No,1499.0,1174.0,Dallas,TX
1.0,2.0,No,1134.0,932.0,Virginia Beach,VA
1.5,2.0,No,1530.0,859.0,Laurel,MD
2.0,2.0,No,1240.0,980.0,Denver,CO
2.0,2.0,No,3315.0,1412.0,Verona,NJ
1.0,0.0,No,2300.0,930.0,Verona,NJ
1.0,1.0,No,770.0,765.0,Cleveland,OH
1.0,1.0,No,1639.0,760.0,Denver,CO
1.0,3.0,No,2100.0,1200.0,Boston,MA
2.0,2.0,No,3332.0,1219.0,Verona,NJ
2.0,2.0,No,2069.0,1067.0,Denver,CO
1.0,1.0,No,1398.0,561.0,Cleveland,OH
1.0,2.0,No,1103.0,561.0,Dallas,TX
2.0,2.0,No,13995.0,1551.0,Los Angeles,CA
1.0,2.0,No,1128.0,561.0,Dallas,TX
1.0,2.0,No,1200.0,781.0,Virginia Beach,VA
1.0,1.0,No,1223.0,866.0,Dallas,TX
2.0,2.0,No,4402.0,1146.0,Los Angeles,CA
1.0,2.0,No,975.0,780.0,Willoughby,OH
1.0,2.0,No,2000.0,1000.0,Boston,MA
2.0,2.0,No,1467.0,1077.0,Suffolk,VA
2.0,2.0,No,2096.0,1150.0,Laurel,MD
1.0,1.0,No,1285.0,978.0,Painesville,OH
2.0,2.0,No,1487.0,1032.0,Sarasota,FL
2.0,2.0,No,4771.0,1197.0,Los Angeles,CA
3.0,3.0,No,6700.0,1466.0,Los Angeles,CA
1.0,1.0,No,1331.0,850.0,Beltsville,MD
1.0,1.0,No,1040.0,856.0,Las Vegas,NV
1.0,2.0,No,746.0,840.0,Graham,NC
1.0,2.0,No,1200.0,856.0,Denver,CO
1.0,1.0,No,1730.0,790.0,Linden,NJ
2.0,2.0,No,933.0,1287.0,Sheffield Lake,OH
1.0,1.0,No,1500.0,672.0,Los Angeles,CA
2.0,2.0,No,1525.0,927.0,Beltsville,MD
1.0,1.0,No,1229.0,780.0,Chesapeake,VA
1.0,2.0,No,1520.0,900.0,Denver,CO
2.0,2.0,No,3000.0,1208.0,Sarasota,FL
1.0,1.0,No,1180.0,700.0,Denver,CO
1.0,0.0,No,1150.0,925.0,Denver,CO
1.0,1.0,No,900.0,689.0,Burlington,NC
2.0,3.0,No,1369.0,1334.0,Burlington,NC
1.0,1.0,No,771.0,600.0,Burlington,NC
1.0,3.0,No,1833.0,635.0,Denver,CO
1.0,1.0,No,899.0,700.0,Denver,CO
2.0,2.0,No,2470.0,1000.0,Los Angeles,CA
2.0,2.0,No,1549.0,1427.0,Avon,OH
1.0,1.0,No,1106.0,588.0,Chesapeake,VA
1.0,1.0,No,1349.0,803.0,Dallas,TX
1.0,1.0,No,641.0,560.0,Ashtabula,OH
1.0,1.0,No,1255.0,704.0,Dallas,TX
2.0,2.0,No,1355.0,873.0,Lexington Park,MD
1.0,2.0,No,1215.0,656.0,Lexington Park,MD
1.0,1.0,No,1270.0,866.0,Englewood,FL
1.0,2.0,No,605.0,811.0,Junction City,OH
1.0,3.0,No,645.0,1004.0,Junction City,OH
2.0,2.0,No,1700.0,1403.0,Las Vegas,NV
2.0,2.0,No,1590.0,1247.0,Las Vegas,NV
1.0,3.0,No,1926.0,705.0,Denver,CO
1.0,1.0,No,1615.0,734.0,Dallas,TX
1.0,2.0,No,495.0,768.0,Winston Salem,NC
2.0,2.0,No,1675.0,1374.0,Chesapeake,VA
1.0,1.0,No,2980.0,989.0,Los Angeles,CA
2.0,2.0,No,1465.0,1510.0,Bradenton,FL
1.0,1.0,No,2500.0,839.0,Harrison,NJ
1.0,1.0,No,1150.0,765.0,Denver,CO
1.0,1.0,No,1179.0,832.0,Las Vegas,NV
1.0,1.0,No,1179.0,640.0,Denver,CO
1.0,2.0,No,3089.0,572.0,Boston,MA
1.0,1.0,No,599.0,583.0,Toledo,OH
1.0,1.0,No,1880.0,400.0,Los Angeles,CA
1.0,1.0,No,659.0,960.0,Toledo,OH
1.0,1.0,No,2165.0,647.0,Los Angeles,CA
1.0,3.0,No,900.0,650.0,Bangor,ME
2.0,2.0,No,2504.0,1153.0,Denver,CO
1.0,1.0,No,599.0,690.0,Toledo,OH
2.5,2.0,No,1206.0,1074.0,Henrico,VA
2.0,3.0,No,2310.0,1307.0,Dallas,TX
1.0,2.0,No,2600.0,818.0,Los Angeles,CA
1.0,1.0,No,900.0,835.0,Richmond,VA
1.0,1.0,No,1099.0,595.0,Dallas,TX
1.0,1.0,No,1950.0,555.0,Boston,MA
1.0,2.0,No,675.0,968.0,Toledo,OH
1.0,1.0,No,2730.0,613.0,Los Angeles,CA
1.5,2.0,No,1144.0,904.0,Richmond,VA
2.0,2.0,No,1119.0,924.0,Richmond,VA
1.0,1.0,No,1009.0,778.0,Richmond,VA
2.0,3.0,No,1574.0,1385.0,Winston Salem,NC
1.0,1.0,No,1200.0,697.0,Henrico,VA
2.0,2.0,No,1945.0,906.0,Denver,CO
1.0,2.0,No,2095.0,536.0,Los Angeles,CA
2.0,2.0,No,3515.0,1241.0,Los Angeles,CA
2.0,2.0,No,1577.0,1130.0,Bradenton,FL
2.0,1.0,No,1850.0,1633.0,Las Vegas,NV
1.0,1.0,No,3200.0,848.0,Boston,MA
1.0,1.0,No,975.0,600.0,Denver,CO
2.0,1.0,No,1850.0,1633.0,Las Vegas,NV
1.0,1.0,No,425.0,600.0,Toledo,OH
1.0,1.0,No,1450.0,516.0,East Orange,NJ
2.0,2.0,No,1104.0,1065.0,Winston Salem,NC
1.0,1.0,No,820.0,850.0,Winston Salem,NC
1.0,1.0,No,805.0,848.0,Alexandria,LA
1.0,1.0,No,2160.0,915.0,Westwood,MA
1.0,1.0,No,1052.0,730.0,Dallas,TX
1.0,1.0,No,1400.0,675.0,Walpole,MA
2.0,2.0,No,1495.0,1142.0,Bradenton,FL
1.0,1.0,No,1245.0,848.0,Denver,CO
1.0,1.0,No,1475.0,700.0,Stoughton,MA
2.0,2.0,No,1537.0,1216.0,Dallas,TX
2.0,2.0,No,1495.0,1110.0,Dallas,TX
1.5,2.0,No,1250.0,1055.0,Henrico,VA
1.0,2.0,No,1599.0,898.0,Denver,CO
1.0,1.0,No,2085.0,717.0,Denver,CO
2.0,2.0,No,2187.0,1007.0,Canton,MA
2.0,2.0,No,2555.0,1201.0,Denver,CO
1.0,2.0,No,999.0,1085.0,Perrysburg,OH
1.0,1.0,No,1490.0,753.0,Dallas,TX
1.0,1.0,No,995.0,525.0,Denver,CO
1.0,1.0,No,1203.0,563.0,Richmond,VA
1.0,2.0,No,1863.0,850.0,Norwood,MA
1.0,1.0,No,2435.0,860.0,Cranford,NJ
1.0,2.0,No,1340.0,586.0,Denver,CO
1.5,2.0,No,1895.0,1000.0,Norwood,MA
1.0,1.0,No,1525.0,630.0,Norwood,MA
1.0,2.0,No,775.0,966.0,Maumee,OH
1.0,2.0,No,659.0,872.0,Maumee,OH
2.0,2.0,No,955.0,1068.0,Holland,OH
2.0,2.0,No,925.0,1004.0,Bossier City,LA
2.0,2.0,No,1064.0,946.0,University Park,IL
2.0,2.0,No,2028.0,1214.0,Lynnwood,WA
1.0,2.0,No,1143.0,1005.0,Smyrna,GA
2.0,2.0,No,1387.0,1207.0,Smyrna,GA
2.0,2.0,No,1299.0,1075.0,Smyrna,GA
1.0,2.0,No,2350.0,740.0,Glendale,CA
1.0,2.0,No,1100.0,1136.0,Smyrna,GA
2.0,2.0,No,1724.0,1030.0,Lynnwood,WA
2.0,2.0,No,1685.0,1135.0,Mansfield,TX
1.0,1.0,No,1646.0,786.0,Lynnwood,WA
1.0,2.0,No,1555.0,664.0,Hackensack,NJ
1.0,1.0,No,1914.0,689.0,Lynnwood,WA
1.0,1.0,No,1600.0,740.0,Lynnwood,WA
1.0,2.0,No,1815.0,483.0,Hackensack,NJ
1.0,1.0,No,1695.0,640.0,Pasadena,CA
2.0,3.0,No,1825.0,1298.0,Lawrence,NJ
1.0,1.0,No,1395.0,550.0,Pasadena,CA
2.0,2.0,No,1210.0,1100.0,Pittsburgh,PA
2.0,3.0,No,2545.0,1381.0,Hackensack,NJ
1.0,2.0,No,1125.0,862.0,Pittsburgh,PA
2.0,2.0,No,1109.0,1135.0,Smyrna,GA
1.0,1.0,No,1155.0,760.0,Pittsburgh,PA
1.0,1.0,No,1895.0,800.0,Pasadena,CA
2.0,2.0,No,1371.0,1055.0,Mansfield,TX
1.0,1.0,No,595.0,512.0,Concord,NC
1.0,2.0,No,1650.0,920.0,Lawrence,NJ
1.0,1.0,No,2750.0,1095.0,Pasadena,CA
2.0,3.0,No,2000.0,1326.0,Mansfield,TX
1.0,1.0,No,1439.0,853.0,Lawrence,NJ
2.0,3.0,No,1465.0,1635.0,Smyrna,GA
2.0,2.0,No,2020.0,957.0,Sammamish,WA
2.0,2.0,No,2857.0,1247.0,Pasadena,CA
1.0,1.0,No,1605.0,1052.0,Lawrence,NJ
1.0,2.0,No,1215.0,875.0,Westminster,MD
1.0,1.0,No,2764.0,835.0,Pasadena,CA
1.0,1.0,No,1220.0,725.0,Westminster,MD
2.0,2.0,No,1590.0,1084.0,Mansfield,TX
2.0,3.0,No,1855.0,1298.0,Lawrence,NJ
1.0,1.0,No,1108.0,784.0,Mansfield,TX
2.0,3.0,No,3095.0,1337.0,Sammamish,WA
1.0,1.0,No,900.0,881.0,Norwich,CT
2.0,2.0,No,1788.0,1272.0,Mansfield,TX
1.0,1.0,No,1240.0,725.0,Westminster,MD
2.0,2.0,No,1500.0,1168.0,Pittsburgh,PA
1.0,1.0,No,964.0,751.0,Mansfield,TX
2.0,1.0,No,2250.0,840.0,Sammamish,WA
2.0,2.0,No,1715.0,1030.0,Oklahoma City,OK
1.0,1.0,No,1188.0,784.0,Mansfield,TX
2.0,2.0,No,1490.0,894.0,Oklahoma City,OK
1.0,1.0,No,1290.0,788.0,Mansfield,TX
1.0,1.0,No,1425.0,400.0,Pasadena,CA
1.0,1.0,No,1970.0,830.0,Wayne,NJ
2.0,1.0,No,2395.0,818.0,Sammamish,WA
1.0,1.0,No,779.0,750.0,Roswell,GA
1.5,3.0,No,1420.0,1063.0,Reisterstown,MD
2.0,2.0,No,1490.0,1180.0,Roswell,GA
2.0,2.0,No,2440.0,1036.0,Wayne,NJ
2.0,3.0,No,1200.0,1635.0,Roswell,GA
1.0,2.0,No,1091.0,827.0,Roswell,GA
2.0,2.0,No,1164.0,926.0,Mansfield,TX
1.5,3.0,No,1420.0,1063.0,Reisterstown,MD
1.0,2.0,No,1150.0,919.0,Reisterstown,MD
1.5,3.0,No,1420.0,1063.0,Reisterstown,MD
1.0,2.0,No,925.0,800.0,Oklahoma City,OK
1.0,1.0,No,795.0,550.0,Trenton,NJ
1.5,3.0,No,1370.0,1063.0,Reisterstown,MD
1.0,2.0,No,1240.0,939.0,Hurst,TX
1.0,1.0,No,1462.0,710.0,Woodinville,WA
1.0,1.0,No,954.0,780.0,Cherryville,NC
1.0,1.0,No,1016.0,754.0,Oklahoma City,OK
1.0,1.0,No,1572.0,710.0,Woodinville,WA
1.0,1.0,No,968.0,869.0,Randallstown,MD
1.0,1.0,No,1074.0,826.0,Oklahoma City,OK
1.0,1.0,No,882.0,510.0,New London,CT
2.0,3.0,No,2627.0,1307.0,Princeton,NJ
1.0,2.0,No,1173.0,875.0,New London,CT
2.0,4.0,No,1784.0,1657.0,Roswell,GA
1.0,1.0,No,854.0,856.0,Yukon,OK
1.0,1.0,No,875.0,856.0,Yukon,OK
2.0,3.0,No,1613.0,1300.0,Roswell,GA
1.0,1.0,No,882.0,510.0,New London,CT
1.0,1.0,No,670.0,520.0,Pittsburgh,PA
1.0,2.0,No,1158.0,875.0,New London,CT
1.0,2.0,No,1105.0,830.0,Randallstown,MD
1.0,1.0,No,2066.0,831.0,Princeton,NJ
1.0,2.0,No,1095.0,825.0,Grapevine,TX
2.0,2.0,No,1195.0,1173.0,Randallstown,MD
1.0,1.0,No,1028.0,750.0,Grapevine,TX
1.0,2.0,No,1707.0,927.0,Princeton,NJ
2.0,2.0,No,2335.0,1322.0,Princeton,NJ
1.0,2.0,No,1165.0,1136.0,Randallstown,MD
1.0,1.0,No,945.0,775.0,Randallstown,MD
1.0,1.0,No,1485.0,650.0,Bellevue,WA
1.0,1.0,No,2545.0,686.0,Pasadena,CA
2.0,2.0,No,2145.0,1041.0,Newcastle,WA
2.0,2.0,No,1795.0,956.0,Renton,WA
1.0,1.0,No,1299.0,819.0,Grapevine,TX
1.0,2.0,No,1065.0,850.0,Randallstown,MD
1.0,2.0,No,1825.0,884.0,Renton,WA
1.0,1.0,No,925.0,775.0,Randallstown,MD
1.0,1.0,No,1328.0,784.0,Pittsburgh,PA
1.0,1.0,No,1140.0,668.0,Perry Hall,MD
1.0,1.0,No,1309.0,809.0,Grapevine,TX
2.0,2.0,No,1385.0,900.0,Perry Hall,MD
1.0,1.0,No,1230.0,675.0,Plainsboro,NJ
1.0,1.0,No,1370.0,772.0,Plainsboro,NJ
1.0,1.0,No,3115.0,889.0,Jersey City,NJ
2.0,3.0,No,2038.0,1591.0,Pasadena,MD
1.0,1.0,No,930.0,740.0,East Hartford,CT
2.0,3.0,No,2410.0,1458.0,Grapevine,TX
1.0,1.0,No,3150.0,889.0,Jersey City,NJ
2.0,2.0,No,1779.0,1247.0,Pasadena,MD
1.0,1.0,No,1285.0,675.0,Plainsboro,NJ
1.0,1.0,No,3000.0,987.0,Pasadena,CA
2.0,3.0,No,1755.0,1219.0,Grapevine,TX
1.0,1.0,No,790.0,650.0,Monroeville,PA
1.0,1.0,No,1100.0,800.0,Monroeville,PA
2.0,4.0,No,1693.0,1258.0,Renton,WA
1.0,2.0,No,885.0,837.0,Monroeville,PA
2.0,2.0,No,1249.0,1000.0,Owings Mills,MD
1.0,2.0,No,2122.0,490.0,Pasadena,CA
2.5,2.0,No,4295.0,1480.0,Pasadena,CA
1.0,1.0,No,1750.0,811.0,Grapevine,TX
2.0,2.0,No,1570.0,1175.0,Owings Mills,MD
2.0,2.0,No,2150.0,1248.0,Grapevine,TX
1.5,2.0,No,935.0,1050.0,Monroeville,PA
1.0,1.0,No,957.0,765.0,Marietta,GA
1.0,2.0,No,1125.0,960.0,East Hartford,CT
1.0,1.0,No,1220.0,772.0,Plainsboro,NJ
1.0,1.0,No,1190.0,820.0,Owings Mills,MD
1.0,1.0,No,1500.0,772.0,Plainsboro,NJ
1.0,1.0,No,945.0,740.0,East Hartford,CT
1.0,2.0,No,1120.0,960.0,East Hartford,CT
1.0,2.0,No,1061.0,1070.0,Marietta,GA
2.0,2.0,No,3400.0,1485.0,Pasadena,CA
1.0,1.0,No,1190.0,675.0,Plainsboro,NJ
1.0,1.0,No,950.0,740.0,East Hartford,CT
2.0,2.0,No,1525.0,1350.0,Owings Mills,MD
2.0,2.0,No,4672.0,1126.0,Jersey City,NJ
2.0,2.0,No,1035.0,1300.0,Marietta,GA
1.0,2.0,No,949.0,875.0,Norman,OK
1.0,1.0,No,720.0,751.0,Euless,TX
1.0,1.0,No,697.0,628.0,Euless,TX
1.0,1.0,No,3004.0,792.0,Jersey City,NJ
1.0,1.0,No,1540.0,840.0,Hightstown,NJ
1.0,1.0,No,925.0,782.0,Euless,TX
1.0,1.0,No,874.0,897.0,Euless,TX
1.0,1.0,No,975.0,885.0,Sewickley,PA
1.0,1.0,No,1500.0,812.0,Hightstown,NJ
2.0,3.0,No,1320.0,1425.0,Marietta,GA
1.0,2.0,No,1125.0,940.0,Marietta,GA
1.0,1.0,No,3230.0,714.0,Jersey City,NJ
1.0,2.0,No,1529.0,820.0,Renton,WA
2.0,3.0,No,1149.0,1090.0,Norman,OK
2.0,2.0,No,1846.0,1255.0,Owings Mills,MD
1.0,2.0,No,1075.0,1005.0,Marietta,GA
1.0,2.0,No,841.0,602.0,Euless,TX
2.0,3.0,No,1450.0,1348.0,Renton,WA
1.0,1.0,No,935.0,570.0,Euless,TX
2.0,2.0,No,1524.0,1187.0,Norman,OK
2.0,2.0,No,1609.0,880.0,Renton,WA
2.0,2.0,No,1550.0,916.0,Renton,WA
1.0,3.0,No,1900.0,1100.0,Jersey City,NJ
2.0,2.0,No,1713.0,990.0,Crofton,MD
1.0,2.0,No,1395.0,1275.0,Hartford,CT
1.0,1.0,No,875.0,1000.0,Hartford,CT
2.5,2.0,No,2300.0,1161.0,Monrovia,CA
2.0,2.0,No,1760.0,990.0,Crofton,MD
1.0,2.0,No,805.0,900.0,Mckeesport,PA
2.0,2.0,No,1185.0,1107.0,Marietta,GA
2.0,2.0,No,1791.0,1224.0,Odenton,MD
2.0,2.0,No,2040.0,1139.0,Hartford,CT
2.0,2.0,No,1975.0,1077.0,Odenton,MD
2.0,2.0,No,2065.0,1132.0,Redmond,WA
2.0,2.0,No,2030.0,1023.0,Hartford,CT
2.5,2.0,No,2795.0,1393.0,Redmond,WA
1.0,1.0,No,970.0,697.0,Euless,TX
1.0,2.0,No,1465.0,621.0,Redmond,WA
3.0,2.0,No,1889.0,1540.0,Homestead,PA
1.0,1.0,No,1282.0,1300.0,Homestead,PA
2.0,2.0,No,1307.0,1001.0,Euless,TX
2.0,3.0,No,2091.0,1300.0,Redmond,WA
2.0,2.0,No,2195.0,1036.0,Redmond,WA
2.0,2.0,No,1350.0,939.0,Norman,OK
1.0,1.0,No,1700.0,809.0,Jersey City,NJ
1.0,1.0,No,1065.0,900.0,Absecon,NJ
2.0,2.0,No,1250.0,1175.0,Absecon,NJ
2.0,2.0,No,2575.0,1144.0,Redmond,WA
2.0,2.0,No,1370.0,939.0,Norman,OK
1.0,1.0,No,1570.0,847.0,Euless,TX
1.0,1.0,No,1945.0,695.0,Redmond,WA
1.0,1.0,No,1651.0,577.0,Redmond,WA
1.0,2.0,No,1561.0,572.0,Redmond,WA
